,AlertId,Date,Alert,Category,Priority,Company,Company_normalized,Region
451,452,2023-06-28 08:35:33,Tetra Pak states that the amount of food wasted each year could climb even higher without aseptic processing and packaging.,Twitter Posts,Medium,Tetra Pak,Tetra Pak,
452,453,2023-06-28 08:46:49,"SPX FLOW highlighted the importance of 'Homeogenizer services'. A preventative maintenance checkup is suggested every five years. Reliability and value are what these machines are built on, and with proper care, they will provide years of service within the operation. ",Marketing Updates,Medium,Spx Flow,Spx Flow,
453,454,2023-06-28 09:15:36,"As part of Krones Research and Development, the Innovation Lab is initiating new projects at the very early stages of the innovation process and conducting preliminary technical and economic feasibility studies.",Company News,Medium,Krones,Krones,
454,455,2023-06-28 09:29:41,Twitter Post: Happy Eid Al-Adha to everyone - May Allah accept your sacrifice and bless you with his mercy.,Twitter Posts,Low,Krones,Krones,
455,456,2023-06-29 01:15:56,GEA posted a YouTube video: GEA Omni Control Panel - Overview.,YouTube,Medium,Gea,Gea,
456,457,2023-06-29 02:42:22,"GEA highlighted that CiroPure AFM is a Chlorine and quat-free, alkaline, liquid alkaline active cleaning agent that can be used in both milking equipment and milk cooling systems.",Twitter Posts,Medium,Gea Ireland,Gea,Ireland
457,458,2023-06-29 02:46:39,Tetra Pak shared an article from The Brussels times: To recycle or not to recycle? It's all in the collection.,Twitter Posts,Medium,Tetra Pak,Tetra Pak,
458,459,2023-06-29 03:41:33,"In a Twitter post, Krones is promoting its Lavatec - For all cases, Whether for tight spaces, tricky cleaning tasks, as a multi-talented all-rounder or an inexpensive basic system, our single-end cleaning machine Lavatec is an experienced specialist in its field. ",Twitter Posts,Medium,Krones,Krones,
459,460,2023-06-29 04:00:41,"On average, 70% of a Tetra Pak carton is paper-based, a renewable material which they source from FSC-certified forests and other controlled sources. ",Sustainability,Medium,Tetra Pak,Tetra Pak,
460,461,2023-06-29 04:00:42,"Tetra Pak featured a new section on its webpage: New foods - New food and its technologies, such as biomass fermentations and precision fermentation, has immense potential to help feed a growing population while using a minimum of agricultural land and no animals in production.",Marketing Updates,High,Tetra Pak,Tetra Pak,
461,462,2023-06-29 04:35:35,Krones Contiloop AI solution has won the MLOps innovation award in the 2023 AI Breakthrough Awards program.,Awards,High,Krones Germany,Krones,Germany
462,463,2023-06-29 04:46:35,SPX FLOW is going paperless at its site in Norderstedt. ,Sustainability,High,Spx Flow,Spx Flow,
463,464,2023-06-29 05:01:35,Mondi has launched a mulching paper which will be offering a sustainable mulching option that is protecting both the plants and the planet. ,New Products and Services,High,Mondi Group Global,Mondi,
464,465,2023-06-29 05:11:46,Amcor featured a blog: Ensuring regulatory compliance of thermoformed trays for medical devices.,Company Blog,Medium,Amcor Global,Amcor,
465,466,2023-06-29 05:46:35,"Amcor highlighted that its dairy seal Individually wrapped slice (IWS) film offers quality and efficiency, slice after slice.",Marketing Updates,Medium,Amcor Global,Amcor,
466,467,2023-06-29 06:09:35,Krones has designed and built a turnkey dairy for the Mauritanian company Enazaha.,Company News,High,Krones,Krones,
467,468,2023-06-29 09:28:34,Krones provided details regarding its enviro which is a sustainability programme that distinguishes lines or packaging solutions for their low energy and media consumption and high environmental compatibility. ,Marketing Updates,Medium,Krones,Krones,
468,469,2023-06-29 10:32:04,Facebook Post: Happy Eid Al-Adha to everyone - May Allah accept your sacrifice and bless you with his mercy.,Facebook Posts,Low,Krones,Krones,
469,470,2023-06-30 01:15:53,GEA added a YouTube video: Ideas that could feed the world.,YouTube,Medium,Gea,Gea,
470,471,2023-06-30 02:46:04,"Tetra Pak shared that designing sustainable, circular packaging just got a little easier. Now customers can recommendations from the experts in the second edition of 4ever green alliance's Circularity by design guideline.",Sustainability,Medium,Tetra Pak,Tetra Pak,
471,472,2023-06-30 03:26:38,Flex Films's Ultra High Barrier and High Metal Bond Metallized Polyester Film for Aluminum Foil Replacement has received a silver award for technical innovation at the 'Flexible Packaging Achievement Awards'.,Awards,High,Uflex Global,Uflex,
472,473,2023-06-30 03:28:16,"Mondi has announced the expansion of its luxury packaging range 'IQ GRASS+PACKAGING'. It has extended the grammages of this range from the previous 95g/m%B2 and 120g/m%B2 to the new grammages of 80g/m%B2, 200g/m%B2 and 350g/m%B2.",Product Changes,High,Mondi Group Global,Mondi,
473,474,2023-06-30 03:28:36,"Instagram Post: Hey data science students, thanks for stopping by. You get to solve puzzles and challenges every day, it's like playing detective.",Instagram Posts,Low,Mondi Group Global,Mondi,
474,475,2023-06-30 03:40:43,"With the Hydronomic water treatment systems, Krones provides an individual programme. ",Marketing Updates,Medium,Krones,Krones,
475,476,2023-06-30 04:10:30,"SPX FLOW’s Bolting Systems has released a new line of NRP Series Pneumatic Torque Wrenches designed to provide customers with high-du y performance, quality materials and a lower cost of ownership. ",New Products and Services,High,Spx Flow,Spx Flow,
476,477,2023-06-30 07:14:34,SPX FLOW is now offering Waukesha Cherry-Burrell Single Seat Valves with expedited delivery.,Marketing Updates,High,Spx Flow,Spx Flow,
477,478,2023-06-30 07:39:32,GEA discussed that high-pressure homogenization overcomes the physical separation of liquids long term by micronizing and standardizing particles. This is just one of the benefits that homogenization technology grants. ,Marketing Updates,Medium,Gea Homogenizer,Gea,
478,479,2023-06-30 09:13:33,Krones will be celebrating its anniversary with an open day on July 8th. The visitors will also be able to purchase food and drink vouchers on-si e. ,Events,Medium,Krones Germany,Krones,Germany
479,480,2023-06-30 10:02:33,"Mondi has partnered with IUFRO - International Union of Forest Research Organizations to establish 'Teaming up 4 Forests', a science-business platform that aims to better understand climate change impacts on forests and to identify response measures.",New Partnerships,High,Mondi Group Global,Mondi,
480,481,2023-06-30 10:46:32,Upcoming Event: 'Pack Expo Las Vegas' will be taking place on September 11th to 13th of September 2023. ,Events,Medium,Amcor Global,Amcor,
481,482,2023-06-30 12:21:20,YouTube Video: Add Better - Empowering customers with resource-efficient solutions.,YouTube,Medium,Gea,Gea,
482,483,2023-07-03 03:10,UFLEX shared a report highlighting the flexible packaging achievement awards. ,Awards,Medium,Uflex Global,Uflex,
483,484,2023-07-03 03:12,"During pride month, GEA states that with a diverse team of more than 18,000 employees representing 104 nationalities across 62 countries, they value the rich variety of people and perspectives which strengthen what they do around the globe.",LinkedIn Posts,Medium,Gea,Gea,
484,485,2023-07-03 04:19,"UFLEX featured a new podcast 'The New B2C - Business to Climate' where the Vice Chairman and CEO, of Flex Films International, spoke about the fact that while achieving decarbonization across the board is a grand goal, it is very achievable. ",Podcasts,Medium,Uflex Global,Uflex,
485,486,2023-07-03 05:14,"Tetra Pak has launched a Trendipedia 2023 report - This report highlights what's triggering the consumers' interest and proposes 'thought starters' for new business opportunities in the food and beverage industry, including packaging and marketing initiatives. ",Marketing Updates,Medium,Tetra Pak,Tetra Pak,
486,487,2023-07-03 05:43,"Mondi posted a short video: 'Let's Paper the World 2023 - Highlights' - Closing the loop in the paper industry means collaborating with many actors, so this collaborative challenge is right now at the heart of new business strategies.'",Marketing Updates,Medium,Mondi Group Global,Mondi,
487,488,2023-07-03 06:26,Amcor will be joining the 'Pack Expo Las Vegas' will be taking place from 11th to 13th of September 2023.,Events,Medium,Amcor Global,Amcor,
488,489,2023-07-03 08:14,"Amcor discussed about its fluid dairy packaging - Amcor offers innovative, quality packaging that the product deserves, including a robust gallery of sleek, premium PET designs to help the brand succeed on a shelf against a sea of competitive offerings.",Marketing Updates,Medium,Amcor Global,Amcor,
489,490,2023-07-03 08:45,Krones provided details regarding its new digital lending station at its academy. ,Facebook Posts,Medium,Krones,Krones,
490,491,2023-07-03 10:04,"Asepto shared that at Fispal Tecnologia, they witnessed the future of aseptic liquid packaging solutions unfold. They experienced innovation, excellence, and sustainable solutions that are redefining industry standards.",LinkedIn Posts,Medium,Asepto,Asepto,
491,492,2023-07-03 11:45,"To help reduce greenhouse gas emissions by 46% vs. 2019 across the value chain by 2030, Tetra Pak is collaborating with its suppliers to create a supply chain that collectively works towards common climate, circularity, and nature goals.",Sustainability,Medium,Tetra Pak,Tetra Pak,
492,493,2023-07-04 02:47,GEA reported that its 'Add Better' is a Type II ecolabel in accordance with ISO 14021:2016 that is independently validated by TUV Rheinland.,Marketing Updates,Medium,Gea,Gea,
493,494,2023-07-04 03:48,"Tetra Pak is expanding its services to boost efficiency for food and beverage producers with an initiative to help increase efficiency, reduce food losses for food producers 14 percent of the world's food.",Services update,High,Tetra Pak,Tetra Pak,
494,495,2023-07-04 04:29,"UFLEX featured an interview with its CEO, who reflected on UFlex's sustainability initiatives, new innovations, and future plans of the company.",Thought Leadership,Medium,Uflex Global,Uflex,
495,496,2023-07-04 04:32,Mondi has completed the sales of its three Russian packaging converting operations to the Gotek Group for a total consideration of RUB 1.6bn.,Company News,High,Mondi Group Global,Mondi,
496,497,2023-07-04 04:47,Linkedin Post: Celebrate freedom today and every day. Have a safe and happy Independence Day.,LinkedIn Posts,Low,Spx Flow,Spx Flow,
497,498,2023-07-04 05:23,"Tetra Pak has launched its sustainability report - I  summarises its sustainability performance for the financial year 2022 and provides an update on ambitions, actions, targets, and ongoing work to measure our progress.",Sustainability,Medium,Tetra Pak,Tetra Pak,
498,499,2023-07-04 08:09,"Elopak recently hosted its 'Leadership Summit' where 100 of senior leaders from 19 different nationalities globally were gathered. With a daunting 809 years of Elopak experience, they discussed their ambitions for the future, culture and leadership.",Marketing Updates,Medium,Elopak,Elopak,
499,500,2023-07-04 10:39,"Krones reported that the digital solution for the optimal planning and parameterisation of filling lines is Line Management. However, the 100th has already been sold in the USA and it doesn't just facilitate communication and monitoring tasks.",Marketing Updates,Medium,Krones,Krones,
500,501,2023-07-04 11:29,"Tetra Pak US and Canada President and CEO, Seth Teply, recently spoke with 'Packaging Digest' about its custom printing, which is the world's first digital printing technology developed exclusively for cartons. This innovative solution is unleashing business and marketing opportunities with endless customization possibilities.",Thought Leadership,Medium,Tetra Pak,Tetra Pak,
501,502,2023-07-04 11:33,"Tetra Pak has introduced automation and digital solutions - Scalable Tetra Pak PlantMaster, and Connected Package solution.",New Products and Services,High,Tetra Pak,Tetra Pak,
502,503,2023-07-05 01:10,GEA has introduced a new SANICIP II (patent pending) bag filtration system for food and dairy spray dryers. ,New Products and Services,High,Gea,Gea,
503,504,2023-07-05 03:06,"By developing a process that cleans and separates the plastic and aluminium from its packaging, the Palurec plant in Germany is helping to save more than 90% of valuable resources from the materials in packaging and extend the life of beverage cartons.   ",Sustainability,Medium,Tetra Pak,Tetra Pak,
504,505,2023-07-05 04:37,"UFLEX Global featured a new podcast 'The New B2C - Business to Climate'. Vice Chairman and CEO, of Flex Films, spoke about the fact that while achieving decarbonization across the board is a grand goal, it is very achievable. ",Podcasts,Medium,Uflex Global,Uflex,
505,506,2023-07-05 04:48,"SPX FLOW has introduced APV UF4 food and beverage valves to offer new upgrades to the original UF3 range. The enhancements include added controls, early warnings and valve actuation during clean-in-place.",Product Changes,High,Spx Flow,Spx Flow,
506,507,2023-07-05 04:49,GEA is expanding its portfolio for scrubbing water treatment in exhaust gas recirculation in the marine sector with the new GEA NOx Separator and the GEA bilgEGR Solution.,New Products and Services,High,Gea,Gea,
507,508,2023-07-05 09:18,"Mondi has opened the doors of its Frantschach to top students, giving them insight into sustainable packaging solutions and how they are actively driving the circular economy.",Sustainability,Medium,Mondi Group Global,Mondi,
508,509,2023-07-05 09:55,"The fourth generation of Krones Contiform not only processes rPET preforms, but it now also consists of protective panels with 85 % recycled content, among other things.",Sustainability,Medium,Krones,Krones,
509,510,2023-07-05 10:19,"GEA discussed that the realm of whisky embraces delicate aromas, exquisite flavours, and captivating textures. Even in the present day, the production process is regarded as a refined art form, with each distillery crafting whisky in its distinctive manner. Preserving these unique qualities poses a significant endeavour for modern mashing and distillation technologies.",Marketing Updates,Medium,Gea Beverage,Gea,
510,511,2023-07-05 12:04,GEA states that its Disugar supports great product quality with flexible and robust production to fit in with the process and product needs.,Marketing Updates,Medium,Gea Beverage,Gea,
511,512,2023-07-05 12:17,"Linkedin Post: Flex Films and UFlex Limited wish all our colleagues in the United States and around the world a Happy 4th of July, as we commemorate this landmark day in US history. Happy 4th of July.",LinkedIn Posts,Low,Uflex Global,Uflex,
512,513,2023-07-06 02:21,YouTube Video: Lamipak Event Video - Mid-June was a phenomenal week for Lamipak. ,YouTube,Medium,Lamipak,Lamipak,
513,514,2023-07-06 03:12,GEA has opened a new competence centre for hygienic valves and cleaning technologies.,Company News,High,Gea Beverage,Gea,
514,515,2023-07-06 03:49,Tetra Pak has announced to co-develop new applications for recycled materials in Italy. In order to invest up to EUR 40M in the collection and recycling infrastructure each year. ,Sustainability,High,Tetra Pak,Tetra Pak,
515,516,2023-07-06 04:26,New Event: 'Global Protein Summit 2023' will be taking place from 9th to 11th of October 2023.,Events,Medium,Amcor Global,Amcor,
516,517,2023-07-06 04:28,"UFLEX has recycled more than half a million tons of multi-layer mixed plastic (MLP) waste to date at its global recycling facilities, converting post-consumer waste into value-added household and industrial plastic products like flowerpots, tables, carry-on travel bags, and more.",Sustainability,Medium,Uflex Global,Uflex,
517,518,2023-07-06 04:49,SPX FLOW posted an illustration highlighting many ways its technologies help advance EV production around the world. ,Sustainability,Medium,Spx Flow,Spx Flow,
518,519,2023-07-06 05:05,"Mondi Group has opened the doors of Mondi Frantschach to top students, giving them insight into its sustainable packaging solutions and how they actively driving the circular economy. ",LinkedIn Posts,Medium,Mondi Group Global,Mondi,
519,520,2023-07-06 05:49,"Amcor highlighted that the Moda Packaging Solutions helps to reduce operating costs, minimize waste, and optimize plant efficiencies.  ",Marketing Updates,Medium,Amcor Global,Amcor,
520,521,2023-07-06 06:02,Krones announced that the Thai Coca-Cola bottler Haad Thip has once again chosen technology from Krones for its investments in a PET line and a returnable-glass line.,Company News,High,Krones,Krones,
521,522,2023-07-06 09:24,"Amcor VP of Corporate Venturing, in discussion with the EIC, highlighted Amcor's approach to innovation and why there is so much value in having access to a network of innovative SMEs and startups. Investing in partnerships and technologies across the industry is key to delivering more sustainable solutions for our customers across product ranges, materials and regions.",Sustainability,Medium,Amcor Global,Amcor,
522,523,2023-07-06 09:56,"Krones provided details regarding its Dynafill innovative filling technology which combines filling and closing into one process plus it can produce up to 80,000 containers per hour.",Marketing Updates,Medium,Krones,Krones,
523,524,2023-07-07 03:37,"GEA is promoting its 'Intelligent Wort Boiling Management' which is a digital tool that will influence the process parameters for wort boiling in order to make the best use of energy in the brewhouse. It offers reduced energy consumption, downtime and cleaning costs, controlled thermal energy input, greater flexibility and improved transparency and more.",Sustainability,Medium,Gea Beverage,Gea,
524,525,2023-07-07 03:49,"Tetra Pak shared that it takes collaboration and innovation to ensure access to safe, affordable and nutritious food for a growing population. ",LinkedIn Posts,Medium,Tetra Pak,Tetra Pak,
525,526,2023-07-07 04:50,SPX FLOW announced that the Johnson Pump has joined forces with Yanmar to roll out sustainable marine engine design.,New Partnerships,High,Spx Flow,Spx Flow,
526,527,2023-07-07 05:15,Amcor will be joining the 'R&DA's 2023 Fall Meeting and Exhibition' taking place from 7th to 9th of November.,Events,Medium,Amcor Global,Amcor,
527,528,2023-07-07 05:15,Amcor featured the infor graphics on 'Should your household or hygiene product be in a pouch'?,Marketing Updates,Medium,Amcor Global,Amcor,
528,529,2023-07-07 05:21,Aromsa has partnered with Mondi to achieve sustainability goals by replacing stainless-steel containers with Mondi's TankerBox.,Sustainability,High,Mondi Group Global,Mondi,
529,530,2023-07-07 05:25,Intermarche has become the first in the country to use tethered SIG SwiftCap Linked closures on SIG's carton packs. ,Sustainability,High,Sig,Sig,
530,531,2023-07-07 05:49,"Amcor Moda Packaging Solutions offer cutting-edge automation solutions that reduce labour costs, improve employee safety, reduce packaging waste, and enhance product presentation.",Marketing Updates,Medium,Amcor Global,Amcor,
531,532,2023-07-07 06:52,Krones states that with its Meta Pure the life span of a PET bottle is long. They are made of material which is highly suitable for recycling. ,Marketing Updates,Medium,Krones,Krones,
532,533,2023-07-07 07:38,"Amcor shared a podcast: Strengthening recycling systems for PET packaging circularity. Amcor believes that collaboration with partners, consumer engagement, and policy advocacy can shift recycling behaviour. Together with The Recycling Partnership, they work towards making recycling an effortless process.",Podcasts,Medium,Amcor Global,Amcor,
533,534,2023-07-07 08:11,"Highlighting the 'Thai Coca-Cola bottler', Krones shared that it pursues strict sustainability goals in its diverse production operations, so it's only natural that it should rely on new technologies from Krones. In order to protect nature and the environment, it wants to achieve net-zero emissions by 2050 and is well on the way to doing so. ",Sustainability,Medium,Krones,Krones,
534,535,2023-07-07 10:22,SIG feature a blog: The value of intelligent dispensing systems - How do catering companies and beverage brands benefit from smart dispensing systems? ,Company Blog,Medium,Sig,Sig,
535,536,2023-07-10 02:39,"GEA provided details regarding the PeelPioneers project - PeelPioneers is able to extract fibre, antioxidants and oil from discarded orange peels from restaurants and supermarkets. Instead of ending up in waste, the peels become ingredients for the development of new products for the food, cosmetics and cleaning sectors, thus fueling a circular and virtuous economy that reduces waste and optimizes resources.",Marketing Updates,Medium,Gea Homogenizer,Gea,
536,537,2023-07-10 04:53,"SPX FLOW discussed that its alloy 88 blend is FDA-approved for contact with food and can be used in CIP systems. If customers can use the Universal 1, Universal 2, Universal 3 or UTS series of pumps, then they are likely running on Waukesha Cherry Burrell 88 rotors.",Marketing Updates,Medium,Spx Flow,Spx Flow,
537,538,2023-07-10 05:10,Amcor shared an infographic 'Should your household or hygiene product be in a pouch'?,Marketing Updates,Medium,Amcor Global,Amcor,
538,539,2023-07-10 05:12,"UFLEX Global shared an article in which its senior vice president, UFlex Chemicals Business, discussed the various innovative, sustainable, and efficient packaging solutions developed by the chemicals business. One such product is a solvent-free polyurethane adhesive that is both environment-friendly and has several customized properties. ",Sustainability,Medium,Uflex Global,Uflex,
539,540,2023-07-10 06:44,GEA will be participating in the 'Pack Expo Las Vegas' taking place from 11th to 13th of September 2023. ,Events,Medium,Gea,Gea,
540,541,2023-07-10 09:59,"Amcor provided details regarding its partnership with 'the Alliance to End Plastic Waste', a non-profit developing new technologies and business models to tackle waste by improving waste management and recycling infrastructure globally, helping to accelerate the transition toward a circular economy. ",Sustainability,Medium,Amcor Global,Amcor,
541,542,2023-07-10 10:09,SIG discussed different ways in which smart beverage dispensing delivers value for all stakeholders. Over 56% of restaurant owners have made investments in technology to enhance customer experience and boost efficiency. ,Marketing Updates,Medium,Sig,Sig,
542,543,2023-07-10 10:31,"Facebook Post: People who want to work on forward-looking visions - these are not only our Krones employees, but of course also the employees of our customers.",Facebook Posts,Low,Krones,Krones,
543,544,2023-07-11 02:35,The goal of GEA Group's new Add Better ecolabel is not to put a bunch of labels on its products but to make the industries they service more sustainable. ,Sustainability,Medium,Gea,Gea,
544,545,2023-07-11 03:36,GEA has launched a new control top T.VIS E-20 - I  is the perfect control top to be used in explosive gas and dust atmospheres. ,New Products and Services,High,Gea Beverage,Gea,
545,546,2023-07-11 04:54,"SPX FLOW shared that Waukesha Cherry Burrell centrifugal pumps can be installed in a series without fear of seal failure from elevated inlet pressures, even with viscous products.",Marketing Updates,Medium,Spx Flow,Spx Flow,
546,547,2023-07-11 05:21,"Mondi has agreed to acquire the 250,000 tonnes per annum Hinton Pulp mill in Alberta, Canada, from West Fraser Timber for a total consideration of USD 5 million. As part of the transaction, Mondi will enter into a long-term partnership with West Fraser to access local, high-quality fibre from a well-es ablished wood basket.",Acquisition,High,Mondi Group Global,Mondi,
547,548,2023-07-11 06:06,Krones featured an article: End-of-life concept for machines - Machines can make a valuable contribution to the circular economy even after they have reached the end of their operational lifetime.,Company Blog,Medium,Krones,Krones,
548,549,2023-07-11 08:51,Mondi has been nominated for the prestigious Trigos Award in Austria in the 'International Engagement' category. ,Awards,Medium,Mondi Group Global,Mondi,
549,550,2023-07-11 08:56,Amcor states that PET is 100% recyclable and can be made from 100% recycled material. ,Sustainability,Medium,Amcor Global,Amcor,
550,551,2023-07-11 09:33,Asepto liquid packaging claims that it has produced 12 billion packs per annum.,Marketing Updates,Medium,Asepto,Asepto,
551,552,2023-07-11 09:58,"With over 17,200 experts, 24 production sites, 48 engineering sites and many more branches and representative offices, Krones offer a service network that extends to every region of the world.",Marketing Updates,Medium,Krones,Krones,
552,553,2023-07-12 03:34,GEA Beverage is promoting its 'Better Juice Sugar Converter Skid' which naturally reduces the sugar content of fruit drinks by up to 80 percent.,Marketing Updates,Medium,Gea Beverage,Gea,
553,554,2023-07-12 04:48,"News Article: Insights Into a Technology Group - The article reported that on the occasion of Krones's 25th anniversary, they celebrated it with an open day.",Company Blog,Medium,Krones Germany,Krones,Germany
554,555,2023-07-12 04:55,SPX FLOW shared a blog post: Waste - A More Sustainable Supply Chain.,Sustainability,Medium,Spx Flow,Spx Flow,
555,556,2023-07-12 05:55,"In a new post, Amcor Global has provided information about their 750ml premium wine bottle which is made from 100% recycled PET. The product is designed with the help of a partnership with Ron Rubin Winery.",Marketing Updates,Medium,Amcor Global,Amcor,
556,557,2023-07-12 09:38,"LinkedIn Post: What's the plan for your Krones machines when they come to the end of their life? Do you want to retire them after a long period of service, or give them a fresh start in a new location?",LinkedIn Posts,Low,Krones,Krones,
557,558,2023-07-13 01:02:39,Krones posted a Youtube video: Open house at the Rosenheim and Raubling plants.,YouTube,Medium,Krones,Krones,
558,559,2023-07-13 01:11:55,YouTube Video: Welcome to where innovation and business Bloom.,YouTube,Medium,Tetra Pak,Tetra Pak,
559,560,2023-07-13 03:40:08,Krones has introduced Service Level Agreement Performance. It ensures that the data of the production and all optimisation options of the digitally networked lines are analysed and used in the best possible way.,New Products and Services,High,Krones Germany,Krones,Germany
560,561,2023-07-13 04:54:08,SPX FLOW will be holding an online event 'Ask the Experts Live - A Deep Dive into Marine Pump Solutions' on 28th of July 2023.,Events,Medium,Spx Flow,Spx Flow,
561,562,2023-07-13 05:15:37,Amcor announced that 'MJBizCon 2023' will be taking place from 28th of November to 1st of December 2023.,Events,Medium,Amcor Global,Amcor,
562,563,2023-07-13 05:15:42,Amcor has published a brochure 'Clean up on savings with innovative home and personal care pouches - North America'.,Marketing Updates,Medium,Amcor Global,Amcor,
563,564,2023-07-13 05:21:54,Mondi has partnered up with easy2cool to replace unnecessary plastic for insulation packaging dedicated to eCommerce. ,Sustainability,High,Mondi Group Global,Mondi,
564,565,2023-07-13 06:30:08,Krones announced that AB InBev in South Africa has opted for maximum capacity and flexibility for glass bottling.,Company News,High,Krones,Krones,
565,566,2023-07-13 06:51:57,"GEA is developing a new logistics centre that is currently being built in Sehnde near Hanover, Germany, for the supply of spare parts for all plants and components of GEA's Separation and Flow Technologies Division (SFT).",Company News,High,Gea,Gea,
566,567,2023-07-13 06:52:38,Elopak announced that its customer 'Boxed Water' is bringing a new refreshing flavour to its lineup with the launch of Watermelon. The new flavour is available for a limited time only during the summer season and is packaged in 500 ml Pure-Pak cartons.,Company News,High,Elopak,Elopak,
567,568,2023-07-13 06:52:47,Tetra Pak featured an article: Dairy-free and disruptive ice cream dreams - The Tetra Pak PDC is where ice cream dreams become reality. It's a small ice cream factory where ice-cold new ideas are tested to see if they have the potential for commercial distribution.,Company Blog,High,Tetra Pak,Tetra Pak,
568,569,2023-07-13 08:19:07,Elopak has published facts and figures regarding beverage cartons. The industry uses roughly 95% of renewable energy for the production of beverage cartons. Beverage cartons are made from sustainably sourced fibres (100% Chain of Custody). Dairy represents 55% of the beverage carton market segment / with juice and other food items representing 45%.,Sustainability,Medium,Elopak,Elopak,
569,570,2023-07-13 09:09:13,"Tetra Pak discussed that recycling a beverage carton can help keep valuable materials in use and give them a new life as paper products, furniture, pallets, and more",Sustainability,Medium,Tetra Pak,Tetra Pak,
570,571,2023-07-13 10:07:01,"Krones provided details regarding the 'Robogrip' - I  offers our movement axes, output up to 550 clock pulses per hour and safe operation with a controller-monitored safety system. ",Marketing Updates,Medium,Krones,Krones,
571,572,2023-07-13 10:18:10,"Amcor Rigid Packaging (ARP) has teamed up with Ron Rubin Winery to launch Blue Bin, a premium wine packaged in a 750ml bottle made from 100% recycled PET.  ",New Products and Services,High,Amcor Global,Amcor,
572,573,2023-07-13 10:28:16,"SIG featured an article: The customer experience - An essential element of the restoration - As we gradually return to the pleasure of eating out or ordering takeout, it is essential to understand the expectations of consumers with regard to their favourite establishments.",Company Blog,Medium,Sig,Sig,
573,574,2023-07-14 02:39:06,GEA shared the details of its NanoVALVE technology which helps to achieve optimal defibrillation while saving up to 30% energy. It allows not only improved production performance but also excellent performance in terms of sustainability.,Sustainability,Medium,Gea Homogenizer,Gea,
574,575,2023-07-14 03:38:12,GEA Multifunctional Lautering Management is a software developed for the continuous monitoring of the lautering process that initiates interventions to optimize the lautering in real-time. It compensates for variations in raw material quality so the brewmaster doesn't need to do it manually.,Marketing Updates,Medium,Gea Beverage,Gea,
575,576,2023-07-14 03:52:05,"According to research, 36% of consumers stated that they ate more cheese to previous years and cheese consumption will continue to grow.",Marketing Intelligence,Medium,Tetra Pak,Tetra Pak,
576,577,2023-07-14 04:50:07,Krones posted a blog: Apprenticeship Day at Krones.,Company Blog,Medium,Krones Germany,Krones,Germany
577,578,2023-07-14 04:52:05,"SPX FLOW featured an article: Enhancing Efficiency in Margarine and Shortening Production - Given the Internet of Things, intelligent systems like Gerstenberg Schroder's Smart Logic Process Control System offer several benefits, from predictive maintenance and waste reduction to enhanced yield and minimized downtime.",Company Blog,Medium,Spx Flow,Spx Flow,
578,579,2023-07-14 05:17:04,Amcor will be joining the 'Dairy Forum 2023' taking place from 22nd to 25th Jan 2024. ,Events,Medium,Amcor Global,Amcor,
579,580,2023-07-14 05:53:05,"The Amcor Moda Packaging Solutions helps with cutting-edge automation technologies that improve customer safety, reduce packaging waste, enhance product presentation, and optimize the efficiency of your plant. ",Marketing Updates,Medium,Amcor Global,Amcor,
580,581,2023-07-14 06:08:05,"SIG featured an article: What is focal in food service? Eating out and grabbing a takeaway is back to being the norm. So, what do consumers look for from their preferred food service outlets?",Company Blog,Medium,Sig,Sig,
581,582,2023-07-14 06:53:39,GEA will be holding a 'GEA kytero workshop' will be taking place on 14th of November 2023. ,Events,Medium,Gea,Gea,
582,583,2023-07-14 06:53:40,SIG has received approval for its group-wide Net-Zero science-based target from the Science Based Targets Initiative (SBTi). The company has committed to reaching net-zero greenhouse gas (GHG) emissions across its value chain by 2050. ,Sustainability,Medium,Sig,Sig,
583,584,2023-07-14 06:54:03,"On National Ice Cream, SPX FLOW shared that it supports ice cream manufacturers with the technologies necessary to develop the classic treat. From separation to standardization and heat treatment, its food and beverage solutions separate raw milk into cream and skim, ultimately used in the final version of the creamy summer favourite.",Marketing Updates,Medium,Spx Flow,Spx Flow,
584,585,2023-07-14 06:54:27,"Tetra Pak states that recycling a beverage carton can help keep valuable materials in use and give them a new life as paper products, furniture, pallets, and more.",Sustainability,Medium,Tetra Pak,Tetra Pak,
585,586,2023-07-14 09:24:18,GEA provided details regarding the iCLASSIC stalling system which is a kit set roof-mounted herringbone stalling system that sets new standards in performance and ease of set-up. It's available with a swing arm or midline milking system. ,Marketing Updates,Medium,Gea Ireland,Gea,Ireland
586,587,2023-07-14 09:31:22,"Elopak is celebrating 15 years of structured sustainability work - I s mission is 'chosen by people, packaged by nature', and reflects who we are. ",Facebook Posts,Medium,Elopak,Elopak,
587,588,2023-07-14 09:33:55,"UFLEX participated in the 'Outlook Business & Money' event where its representative talked about sustainability, the role of urban bodies like municipalities and how recycling can benefit businesses.",Events,Medium,Uflex Global,Uflex,
588,589,2023-07-14 09:35:05,Krones has recently installed one of South Africa's fastest lines in Pretoria for Anheuser-Busch.,Marketing Updates,Medium,Krones,Krones,
589,590,2023-07-14 10:09:08,"Amcor announced that its latest 'Amcor Lift-Off winner' is artificial intelligence (AI)-generated waste analytics company, Greyparrot. The growth-stage start-up will receive a $500,000 investment and access to Amcor's world-class capabilities in sustainability and packaging to help scale its innovative AI-powered waste recognition system in support of a circular economy.",Company News,High,Amcor Global,Amcor,
